signal_date,execution_date,symbol,trade_notional,current_weight,target_weight,commission,slippage,market_impact,total_cost,adv_participation
2016-01-29,2016-02-01,ISRG,50000.000152061366,0.0,0.050000000152061366,5.000000015206137,25.000000076030684,12.59477370334374,42.59477379458056,0.00018124000733137457
2016-01-29,2016-02-01,COR,50000.00012636997,0.0,0.050000000126369966,5.000000012636996,25.000000063184984,13.975149346216249,43.97514942203823,0.0002356031096802734
2016-01-29,2016-02-01,CTAS,49999.999879208655,0.0,0.049999999879208654,4.999999987920866,24.99999993960433,31.95148181800951,61.95148174553471,0.0009014050067319275
2016-01-29,2016-02-01,CME,50000.00003267457,0.0,0.050000000032674574,5.000000003267457,25.000000016337285,25.794774642949005,55.79477466255375,0.00040910802208260803
2016-01-29,2016-02-01,BKNG,50000.000095818556,0.0,0.05000000009581856,5.000000009581855,25.000000047909275,11.849861516342331,41.84986157383346,5.410088867074684e-05
2016-01-29,2016-02-01,PSX,49999.99991288579,0.0,0.04999999991288579,4.999999991288579,24.999999956442892,22.72452550592034,52.72452545365181,0.00020055101767905268
2016-01-29,2016-02-01,ICE,49999.9992781812,0.0,0.049999999278181204,4.99999992781812,24.999999639090603,16.38927855031087,46.38927811721959,0.0001908454404826228
2016-01-29,2016-02-01,NEE,49999.99963136692,0.0,0.04999999963136692,4.999999963136692,24.99999981568346,14.484805791092981,44.484805569913135,0.00020910135515816067
2016-01-29,2016-02-01,MPC,49999.999654797015,0.0,0.04999999965479701,4.999999965479701,24.999999827398508,33.74546878393293,63.745468576811135,0.00023511812074437496
2016-01-29,2016-02-01,NDAQ,49999.998561545486,0.0,0.04999999856154549,4.999999856154549,24.99999928077274,37.85174202823381,67.8517411651611,0.0007177874455850491
2016-01-29,2016-02-01,VRSN,49999.99980611868,0.0,0.049999999806118675,4.999999980611868,24.999999903059337,29.822133440658916,59.822133324330125,0.0005554528246342828
2016-01-29,2016-02-01,AFL,49999.99475264118,0.0,0.04999999475264118,4.999999475264118,24.99999737632059,21.673670407127965,51.67366725871267,0.0004437240628294973
2016-01-29,2016-02-01,BALL,49999.999592954475,0.0,0.049999999592954474,4.999999959295447,24.999999796477237,28.584600108204558,58.584599863977246,0.000457857217639948
2016-01-29,2016-02-01,MA,49999.83917633685,0.0,0.04999983917633685,4.999983917633685,24.999919588168424,12.443995284633834,42.443898790435945,8.958068947896456e-05
2016-01-29,2016-02-01,WU,49999.998392576934,0.0,0.04999999839257693,4.999999839257693,24.999999196288467,43.339450531990174,73.33944956753633,0.0010440300507393299
2016-01-29,2016-02-01,SHW,49999.99777025606,0.0,0.04999999777025606,4.9999997770256055,24.99999888512803,15.853421416324908,45.85342007847854,0.0002063876310154687
2016-01-29,2016-02-01,F,49999.99427195688,0.0,0.04999999427195688,4.999999427195688,24.99999713597844,14.420862228704618,44.42085879187874,0.00012857639269394695
2016-01-29,2016-02-01,CCL,49999.99081837512,0.0,0.04999999081837512,4.999999081837512,24.99999540918756,18.57184660848378,48.57184109950885,0.00016571683738347712
2016-01-29,2016-02-01,XOM,49999.95472217999,0.0,0.04999995472217999,4.999995472217999,24.999977361089993,10.602101790921187,40.60207462422918,4.803927759387501e-05
2016-01-29,2016-02-01,UPS,49999.412745076086,0.0,0.049999412745076084,4.999941274507608,24.999706372538043,13.0908602468527,43.09050789389835,0.00022931203585886591
2016-01-29,2016-02-01,AAPL,0.03226889094847571,0.0,3.226889094847571e-08,3.226889094847571e-06,1.6134445474237856e-05,2.3391059304044753e-09,1.936367367501583e-05,5.551750933990177e-12
2016-01-29,2016-02-01,HSIC,0.012468108086582105,0.0,1.2468108086582104e-08,1.2468108086582106e-06,6.234054043291053e-06,2.9074837707603614e-09,7.483772335720024e-06,1.4120326219332185e-10
2016-01-29,2016-02-01,VZ,0.010350620414339099,0.0,1.0350620414339099e-08,1.0350620414339099e-06,5.175310207169549e-06,8.244773743980106e-10,6.211196725977857e-06,1.7969684660162913e-11
2016-01-29,2016-02-01,HPQ,0.010065866783676923,0.0,1.0065866783676924e-08,1.0065866783676923e-06,5.032933391838461e-06,3.6146382179231023e-09,6.043134708424076e-06,6.866283575852319e-11
2016-01-29,2016-02-01,CLX,0.010000044740144095,0.0,1.0000044740144095e-08,1.0000044740144094e-06,5.000022370072048e-06,1.5291480500788684e-09,6.001555992136536e-06,8.22553602968506e-11
2016-01-29,2016-02-01,PGR,0.010335965654213143,0.0,1.0335965654213142e-08,1.0335965654213143e-06,5.167982827106572e-06,2.257416666336376e-09,6.203836809194223e-06,1.1002895807737983e-10
2016-01-29,2016-02-01,CINF,0.010285415765209685,0.0,1.0285415765209684e-08,1.0285415765209685e-06,5.142707882604843e-06,3.817370200138361e-09,6.17506682932595e-06,3.446216048563698e-10
2016-01-29,2016-02-01,ADBE,0.010002374201794721,0.0,1.0002374201794722e-08,1.000237420179472e-06,5.001187100897361e-06,1.51355060038815e-09,6.002938071677221e-06,3.427443227687041e-11
2016-01-29,2016-02-01,WM,0.010026984352034075,0.0,1.0026984352034075e-08,1.0026984352034074e-06,5.013492176017037e-06,1.761196673613593e-09,6.0179518078940585e-06,9.233500753939187e-11
2016-01-29,2016-02-01,TJX,0.01002448500477194,0.0,1.0024485004771939e-08,1.002448500477194e-06,5.0122425023859695e-06,1.926904449030759e-09,6.016617907312194e-06,4.860927893218809e-11
2016-01-29,2016-02-01,PRU,0.010130466518206765,0.0,1.0130466518206765e-08,1.0130466518206765e-06,5.065233259103383e-06,2.2697606170317547e-09,6.080549671541091e-06,6.860428565371776e-11
